Fiscal Year,Service,Department,Division,Position Number,Job Title,Total Salary
2020,Human Resources and Development,Human Services,Childcare & Family Support Services,D447-714,Head Teacher/Daycare,38386.00
2020,Human Resources and Development,Human Services,Childcare & Family Support Services,D447-713,Head Teacher/Daycare,41846.00
2020,Human Resources and Development,Human Services,Childcare & Family Support Services,D447-712,Head Teacher/Daycare,52808.00
2020,Human Resources and Development,Human Services,Childcare & Family Support Services,D447-710,Head Teacher/Daycare,40676.00
2020,Human Resources and Development,Human Services,Childcare & Family Support Services,D447-708,Head Teacher/Daycare,52808.00
2020,Human Resources and Development,Human Services,Childcare & Family Support Services,D447-707,Head Teacher/Daycare,52808.00
2020,Human Resources and Development,Human Services,Childcare & Family Support Services,D447-706,Head Teacher/Daycare,42043.00
2020,Human Resources and Development,Human Services,Childcare & Family Support Services,D447-705,Head Teacher/Daycare,42043.00
2020,Human Resources and Development,Human Services,Childcare & Family Support Services,D447-703,Head Teacher/Daycare,41846.00
2020,Human Resources and Development,Human Services,Childcare & Family Support Services,D447-702,Head Teacher/Daycare,42393.00
2020,Human Resources and Development,Human Services,Childcare & Family Support Services,D447-701,Head Teacher/Daycare,51687.00
2020,Human Resources and Development,Human Services,Childcare & Family Support Services,M219-701,Enrollment Assistant,33885.00
2020,Human Resources and Development,Human Services,Childcare & Family Support Services,M472-701,Div Head/Childcare Fam Sv,106373.00
2020,Human Resources and Development,Human Services,Childcare & Family Support Services,A811-705,Custodian/Childcare,8608.00
2020,Human Resources and Development,Human Services,Childcare & Family Support Services,A811-704,Custodian/Childcare,7747.00
2020,Human Resources and Development,Human Services,Childcare & Family Support Services,A811-703,Custodian/Childcare,10330.00
2020,Human Resources and Development,Human Services,Childcare & Family Support Services,A811-702,Custodian/Childcare,8608.00
2020,Human Resources and Development,Human Services,Childcare & Family Support Services,A811-701,Custodian/Childcare,8398.00
2020,Human Resources and Development,Human Services,Childcare & Family Support Services,M437-701,Coord/Childcare,54797.00
2020,Human Resources and Development,Human Services,Childcare & Family Support Services,M444-711,Asst Teacher/DHSP,20476.00
2020,Human Resources and Development,Human Services,Childcare & Family Support Services,M444-709,Asst Teacher/DHSP,17735.00
2020,Human Resources and Development,Human Services,Childcare & Family Support Services,M444-708,Asst Teacher/DHSP,17735.00
2020,Human Resources and Development,Human Services,Childcare & Family Support Services,M444-707,Asst Teacher/DHSP,17735.00
2020,Human Resources and Development,Human Services,Childcare & Family Support Services,M444-706,Asst Teacher/DHSP,18638.00
2020,Human Resources and Development,Human Services,Childcare & Family Support Services,M444-705,Asst Teacher/DHSP,19313.00
2020,Human Resources and Development,Human Services,Childcare & Family Support Services,M444-704,Asst Teacher/DHSP,19313.00
2020,Human Resources and Development,Human Services,Childcare & Family Support Services,M444-703,Asst Teacher/DHSP,21272.00
2020,Human Resources and Development,Human Services,Childcare & Family Support Services,M444-702,Asst Teacher/DHSP,19313.00
2020,Human Resources and Development,Human Services,Childcare & Family Support Services,M444-701,Asst Teacher/DHSP,19313.00
2020,Human Resources and Development,Human Services,Childcare & Family Support Services,M430-701,Afterschool Manager,78861.00
2020,Human Resources and Development,Human Services,Birth to Third Grade Partnership,D446-727,Teacher/Daycare,46273.00
2020,Human Resources and Development,Human Services,Birth to Third Grade Partnership,D446-726,Teacher/Daycare,45261.00
2020,Human Resources and Development,Human Services,Birth to Third Grade Partnership,D446-725,Teacher/Daycare,44061.00
2020,Human Resources and Development,Human Services,Birth to Third Grade Partnership,D446-724,Teacher/Daycare,41841.00
2020,Human Resources and Development,Human Services,Birth to Third Grade Partnership,M268-701,Program Quality Specialist,86925.00
2020,Human Resources and Development,Human Services,Birth to Third Grade Partnership,M269-701,Profess. Dev. & Scholar. Spec.,67484.00
2020,Human Resources and Development,Human Services,Birth to Third Grade Partnership,M908-702,Pre-School Teacher/Coordinator,56490.00
2020,Human Resources and Development,Human Services,Birth to Third Grade Partnership,M136-701,Pre-Sch.l Dir./Teacher/Windsor,75752.00
2020,Human Resources and Development,Human Services,Birth to Third Grade Partnership,D447-728,Head Teacher/Daycare,51427.00
2020,Human Resources and Development,Human Services,Birth to Third Grade Partnership,D447-727,Head Teacher/Daycare,49573.00
2020,Human Resources and Development,Human Services,Birth to Third Grade Partnership,M282-701,"Find It, Manager",65249.00
2020,Human Resources and Development,Human Services,Birth to Third Grade Partnership,K068-001,Father Facilitator,50543.00
2020,Human Resources and Development,Human Services,Birth to Third Grade Partnership,M250-701,Early Childhood Director,127597.00
2020,Human Resources and Development,Human Services,Birth to Third Grade Partnership,A811-707,Custodian/Childcare,12912.00
2020,Human Resources and Development,Human Services,Birth to Third Grade Partnership,A805-001,Administrative Support Spec.,46638.00
2020,Human Resources and Development,Human Services,Baby U and Center for Families,M459-701,Site Dir/Ctr For Families,74897.00
2020,Human Resources and Development,Human Services,Baby U and Center for Families,A806-702,Family Support Worker,27812.00
2020,Human Resources and Development,Human Services,Baby U and Center for Families,A806-701,Family Support Worker,26003.00
2020,Human Resources and Development,Human Services,Baby U and Center for Families,M385-701,Family Services Coordinator,60972.00
2020,Human Resources and Development,Human Services,Baby U and Center for Families,K119-001,Baby U Program Coordinator,60899.00
2020,Human Resources and Development,Human Services,Agenda for Children Literacy and OST,M307-702,Prof. Devl Sys. Comm. Coord,42839.00
2020,Human Resources and Development,Human Services,Agenda for Children Literacy and OST,M769-701,Coord/Superv Activities Agenda,100645.00
2020,Human Resources and Development,Human Services,Agenda for Children Literacy and OST,M770-701,Coord for Literacy,99743.00
2020,Human Resources and Development,Human Services,Agenda for Children Literacy and OST,M286-701,Children&Youth Srvs Planner,73550.00
2020,Human Resources and Development,Human Rights Commission,Administration,M213-701,Research Associate,36866.00
2020,Human Resources and Development,Human Rights Commission,Administration,M263-223,Proj Coord/Office Mngr,70216.00
2020,Human Resources and Development,Human Rights Commission,Administration,M125-701,Outreach & Referral Specialist,40777.00
2020,Human Resources and Development,Human Rights Commission,Administration,M029-701,Exec Dir Human Rights,117878.00
2020,Human Resources and Development,Commission on the Status of Women,Administration,M263-701,Proj Coord/Office Mngr,70216.00
2020,Human Resources and Development,Commission on the Status of Women,Administration,M028-701,Exec Dir/Womens Commissio,99691.00
2020,Community Maintenance and Development,Water,Transmission & Distribution,W647-035,Wrkg Super/Water Sys Maint/Dtb,66183.00
2020,Community Maintenance and Development,Water,Transmission & Distribution,W647-033,Wrkg Super/Water Sys Maint/Dtb,63222.00
2020,Community Maintenance and Development,Water,Transmission & Distribution,W647-030,Wrkg Super/Water Sys Maint/Dtb,66183.00
2020,Community Maintenance and Development,Water,Transmission & Distribution,W647-002,Wrkg Super/Water Sys Maint/Dtb,66183.00
2020,Community Maintenance and Development,Water,Transmission & Distribution,W671-089,Water System Maint Crafts/Dist,43015.00
2020,Community Maintenance and Development,Water,Transmission & Distribution,W671-088,Water System Maint Crafts/Dist,59216.00
2020,Community Maintenance and Development,Water,Transmission & Distribution,W671-087,Water System Maint Crafts/Dist,54650.00
2020,Community Maintenance and Development,Water,Transmission & Distribution,W671-086,Water System Maint Crafts/Dist,59216.00
2020,Community Maintenance and Development,Water,Transmission & Distribution,W671-085,Water System Maint Crafts/Dist,59216.00
2020,Community Maintenance and Development,Water,Transmission & Distribution,W671-084,Water System Maint Crafts/Dist,45883.00
2020,Community Maintenance and Development,Water,Transmission & Distribution,W671-082,Water System Maint Crafts/Dist,59216.00
2020,Community Maintenance and Development,Water,Transmission & Distribution,W671-034,Water System Maint Crafts/Dist,58289.00
2020,Community Maintenance and Development,Water,Transmission & Distribution,W672-080,Water System Maint Crafts/Disp,64670.00
2020,Community Maintenance and Development,Water,Transmission & Distribution,W677-001,Motor Equip Repair/MEO IIA,65042.00
2020,Community Maintenance and Development,Water,Transmission & Distribution,W727-001,MEO IIA/Operations Specialist,64636.00
2020,Community Maintenance and Development,Water,Transmission & Distribution,W726-026,MEO  IIA/Water,63990.00
2020,Community Maintenance and Development,Water,Transmission & Distribution,W726-006,MEO  IIA/Water,63990.00
2020,Community Maintenance and Development,Water,Transmission & Distribution,W726-002,MEO  IIA/Water,63990.00
2020,Community Maintenance and Development,Water,Transmission & Distribution,W696-001,Inventory Cont.Spe./Dispatch,65316.00
2020,Community Maintenance and Development,Water,Transmission & Distribution,M241-001,Dir for Distribution & Eng Op.,114662.00
2020,Community Maintenance and Development,Water,Transmission & Distribution,W657-002,Construction Inspector,74883.00
2020,Community Maintenance and Development,Water,Transmission & Distribution,W657-001,Construction Inspector,74883.00
2020,Community Maintenance and Development,Water,Transmission & Distribution,M153-002,Assistant Distribution Mgr,94999.00
